TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
Cho'Gath,Fiddlesticks,Katarina,Ezreal,Xerath
Yorick,Graves,Corki,Varus,Janna
Camille,Rek'Sai,Twisted Fate,Varus,Yuumi
Darius,Fiddlesticks,Maokai,Twitch,Senna
Akali,Amumu,Zoe,Ezreal,Janna
Malphite,Warwick,Vel'Koz,Twitch,Lulu
Maokai,Zed,Syndra,Vayne,Leona
Jayce,Fiddlesticks,Nocturne,Ezreal,Lulu
Kennen,Kayn,Malphite,Vayne,Janna
Renekton,Fiddlesticks,Vel'Koz,Ezreal,Lulu
Aatrox,Fiddlesticks,Nocturne,Ezreal,Lulu
Darius,Xin Zhao,Vladimir,Irelia,Morgana
Shen,Fiddlesticks,Twisted Fate,Draven,Yuumi
Sett,Dr. Mundo,Anivia,Kog'Maw,Lulu
Garen,Fiddlesticks,Xerath,Kalista,Taric
Maokai,Evelynn,Vel'Koz,Kai'Sa,Rakan
Olaf,Nidalee,Ekko,Caitlyn,Yuumi
Maokai,Rengar,Katarina,Ezreal,Karma
Aatrox,Shyvana,Kled,Kai'Sa,Thresh
Urgot,Fiddlesticks,Lucian,Ezreal,Karma
Maokai,Fiddlesticks,Vel'Koz,Ezreal,Lee Sin
Riven,Zac,Qiyana,Ziggs,Nautilus
Aatrox,Nidalee,Vel'Koz,Varus,Nautilus
Urgot,Fiddlesticks,Kassadin,Vayne,Yuumi
Shen,Lee Sin,Pantheon,Miss Fortune,Swain
Urgot,Fiddlesticks,Malphite,Ashe,Morgana
Camille,Nunu & Willump,Ahri,Miss Fortune,Leona
Mordekaiser,Fiddlesticks,Katarina,Varus,Yuumi
Sett,Aatrox,Orianna,Kai'Sa,Yuumi
Urgot,Fiddlesticks,Kassadin,Ezreal,Sona
Camille,Trundle,Katarina,Aphelios,Senna
Urgot,Fiddlesticks,Sylas,Jinx,Sona
Olaf,Kha'Zix,Syndra,Ezreal,Janna
Sett,Fiddlesticks,Ornn,Ashe,Thresh
Teemo,Kayn,Lissandra,Vayne,Bard
Gnar,Rengar,Annie,Tristana,Karma
Malphite,Fiddlesticks,Orianna,Aphelios,Thresh
Mordekaiser,Trundle,Kassadin,Vayne,Lulu
Ornn,Olaf,Katarina,Aphelios,Blitzcrank
Vayne,Trundle,Vel'Koz,Tristana,Sett
Gangplank,Master Yi,Syndra,Varus,Lulu
Renekton,Sejuani,Ryze,Miss Fortune,Annie
Mordekaiser,Fiddlesticks,Ahri,Caitlyn,Yuumi
Shen,Wukong,Syndra,Ashe,Pyke
Mordekaiser,Shen,Talon,Kalista,Taric
Maokai,Lee Sin,Corki,Tristana,Nautilus
Darius,Fiddlesticks,Lissandra,Tristana,Thresh
Dr. Mundo,Kha'Zix,Katarina,Jinx,Janna
Sett,Jarvan IV,Zoe,Draven,Taliyah
Urgot,Fiddlesticks,Malzahar,Tristana,Thresh
Shen,Graves,Cassiopeia,Ziggs,Nami
Sett,Fiddlesticks,Kassadin,Caitlyn,Janna
Viktor,Fiddlesticks,Qiyana,Twitch,Yuumi
Sylas,Lee Sin,Galio,Aphelios,Thresh
Ornn,Shyvana,Qiyana,Veigar,Yuumi
Camille,Fiddlesticks,Sylas,Kai'Sa,Leona
Aatrox,Rengar,Kassadin,Orianna,Yuumi
LeBlanc,Skarner,Katarina,Jhin,Leona
Jax,Jarvan IV,Lux,Ezreal,Yuumi
Sylas,Rengar,Lee Sin,Veigar,Nami
Kassadin,Sejuani,LeBlanc,Vayne,Thresh
Maokai,Rengar,Zed,Syndra,Yuumi
Malphite,Warwick,Akali,Jinx,Yuumi
Tahm Kench,Rengar,Viktor,Jhin,Nami
Garen,Twitch,Sylas,Ezreal,Soraka
Riven,Nocturne,Cassiopeia,Xayah,Rakan
Jax,Nunu & Willump,Ekko,Aphelios,Sett
Ornn,Master Yi,LeBlanc,Caitlyn,Yuumi
Cassiopeia,Lee Sin,Sylas,Aphelios,Alistar
Mordekaiser,Rengar,Qiyana,Jhin,Yuumi
Tristana,Elise,Talon,Senna,Pyke
Irelia,Fiddlesticks,Zed,Draven,Thresh
Malphite,Rengar,Anivia,Ezreal,Yuumi
Fiora,Olaf,Kassadin,Miss Fortune,Janna
Darius,Kha'Zix,Vladimir,Jhin,Lulu
Gnar,Rengar,Ekko,Senna,Zilean
Cho'Gath,Amumu,Kassadin,Yasuo,Senna
Renekton,Master Yi,Syndra,Twitch,Lulu
Irelia,Kha'Zix,Mordekaiser,Tristana,Yuumi
Gangplank,Master Yi,Diana,Miss Fortune,Volibear
Ryze,Master Yi,Anivia,Miss Fortune,Nami
Olaf,Ornn,Vladimir,Caitlyn,Senna
Fiora,Master Yi,Malzahar,Cassiopeia,Nami
Garen,Evelynn,Syndra,Senna,Pyke
Aatrox,Sejuani,Cho'Gath,Aphelios,Nautilus
Sylas,Master Yi,Qiyana,Ezreal,Pyke
Garen,Nunu & Willump,Zoe,Ezreal,Senna
Ornn,Kha'Zix,Anivia,Vayne,Thresh
Irelia,Karthus,Viktor,Draven,Braum
Quinn,Master Yi,Qiyana,Ezreal,Brand
Irelia,Rengar,Cassiopeia,Ezreal,Karma
Shen,Master Yi,Ornn,Aphelios,Braum
Kayle,Amumu,Zed,Cassiopeia,Zyra
Darius,Master Yi,Aurelion Sol,Caitlyn,Taric
Sett,Master Yi,Aurelion Sol,Xayah,Zilean
Volibear,Sejuani,Syndra,Anivia,Senna
Singed,Shaco,Zoe,Xayah,Lulu
Fiora,Amumu,Ekko,Miss Fortune,Rakan
Shen,Sejuani,Cassiopeia,Varus,Lulu
Malphite,Master Yi,Zoe,Senna,Thresh
Darius,Master Yi,Vladimir,Caitlyn,Thresh
Sett,Kha'Zix,Zoe,Kog'Maw,Lulu
Irelia,Olaf,Katarina,Jinx,Soraka
Malphite,Master Yi,Syndra,Miss Fortune,Thresh
Malphite,Master Yi,Viktor,Miss Fortune,Thresh
Camille,Rek'Sai,Katarina,Senna,Yuumi
Aurelion Sol,Master Yi,Malphite,Ezreal,Yuumi
Aphelios,Camille,Nocturne,Syndra,Nami
Nasus,Warwick,Sylas,Caitlyn,Leona
Malphite,Master Yi,Cassiopeia,Vayne,Nami
Cassiopeia,Jax,Katarina,Senna,Yuumi
Aatrox,Master Yi,Diana,Caitlyn,Lulu
Sett,Olaf,Veigar,Caitlyn,Yuumi
Ornn,Lee Sin,Ryze,Ezreal,Zyra
Gangplank,Lee Sin,Corki,Vayne,Thresh
Fiora,Gragas,Yasuo,Cassiopeia,Nami
Irelia,Master Yi,Cassiopeia,Jinx,Thresh
Mordekaiser,Lee Sin,Akali,Caitlyn,Karma
Singed,Ekko,Irelia,Karthus,Thresh
Akali,Warwick,Neeko,Kalista,Bard
Renekton,Zac,Yasuo,Caitlyn,Brand
Sett,Amumu,Kassadin,Ashe,Bard
Singed,Lee Sin,Vel'Koz,Ezreal,Yuumi
Vayne,Zac,Akali,Caitlyn,Bard
Renekton,Gragas,Corki,Ezreal,Thresh
Jax,Amumu,Twisted Fate,Draven,Bard
Garen,Shyvana,Talon,Wukong,Shaco
Gnar,Warwick,Lux,Ashe,Bard
Pantheon,Graves,Kayle,Sivir,Bard
Kennen,Volibear,Malphite,Vayne,Lulu
Aatrox,Jarvan IV,Nunu & Willump,Ashe,Brand
Gnar,Volibear,Orianna,Ezreal,Bard
Cho'Gath,Zac,Jayce,Vayne,Bard
Garen,Ekko,Corki,Lucian,Karma
Kled,Zac,Orianna,Vayne,Thresh
Renekton,Warwick,Zoe,Ezreal,Yuumi
Mordekaiser,Lee Sin,Lulu,Kai'Sa,Nautilus
Shen,Fiddlesticks,Orianna,Xayah,Thresh
Darius,Kha'Zix,Twisted Fate,Twitch,Bard
Master Yi,Ekko,Malzahar,Kai'Sa,Thresh
Fiora,Nunu & Willump,Syndra,Jinx,Bard
Kayle,Shaco,Twisted Fate,Tristana,Taric
Rengar,Fiddlesticks,Veigar,Caitlyn,Bard
Vladimir,Sejuani,Aatrox,Aphelios,Lulu
Sion,Rengar,Sylas,Ashe,Bard
Garen,Vi,Galio,Ezreal,Janna
Renekton,Rammus,Orianna,Lucian,Bard
Gangplank,Jarvan IV,Vladimir,Jhin,Nautilus
Darius,Kayn,Zoe,Ezreal,Zilean
Malphite,Fiddlesticks,Zed,Jhin,Bard
Kayle,Shaco,Ekko,Jinx,Bard
Camille,Fiddlesticks,Xerath,Miss Fortune,Yuumi
Darius,Graves,Ekko,Varus,Nautilus
Kayle,Shaco,Sylas,Vayne,Bard
Pantheon,Volibear,LeBlanc,Jhin,Bard
Mordekaiser,Kayn,Jax,Aphelios,Nautilus
Sett,Warwick,Orianna,Aphelios,Janna
Aatrox,Zac,Corki,Ezreal,Bard
Sion,Sylas,Yasuo,Sivir,Bard
Shen,Trundle,Qiyana,Ezreal,Thresh
Kennen,Kha'Zix,Zed,Vayne,Lulu
Karma,Master Yi,Veigar,Ezreal,Bard
Mordekaiser,Kayn,Xerath,Ezreal,Bard
Shen,Evelynn,Orianna,Draven,Senna
Sion,Kayn,Kassadin,Jinx,Bard
Maokai,Volibear,Brand,Aphelios,Lulu
Irelia,Zac,Fizz,Aphelios,Thresh
Zoe,Nunu & Willump,Garen,Miss Fortune,Karma
Cho'Gath,Jarvan IV,Lux,Aphelios,Bard
Darius,Volibear,Galio,Kai'Sa,Lulu
Wukong,Rammus,Ziggs,Jinx,Bard
Renekton,Diana,Talon,Aphelios,Lulu
Jax,Kayn,Ekko,Aphelios,Bard
Garen,Zac,Veigar,Caitlyn,Lulu
Gangplank,Ekko,Viktor,Sivir,Bard
Jax,Kha'Zix,LeBlanc,Syndra,Thresh
Gnar,Nidalee,Ekko,Varus,Bard
Darius,Elise,Swain,Caitlyn,Janna
Fiora,Kayn,Viktor,Draven,Bard
Camille,Zac,Azir,Ezreal,Yuumi
Sion,Kayn,Annie,Ezreal,Bard
Cho'Gath,Lee Sin,Yasuo,Caitlyn,Thresh
Shen,Aatrox,Pyke,Varus,Bard
Maokai,Graves,Azir,Ezreal,Nami
Renekton,Kha'Zix,Ekko,Ezreal,Yuumi
Vladimir,Zac,Vel'Koz,Caitlyn,Bard
Sett,Elise,Twisted Fate,Ezreal,Bard
Irelia,Hecarim,Vel'Koz,Caitlyn,Karma
Gnar,Nunu & Willump,Ryze,Aphelios,Zyra
Shen,Sett,Viktor,Draven,Janna
Olaf,Shyvana,Camille,Varus,Bard
Darius,Trundle,Katarina,Vayne,Yuumi
Darius,Nidalee,Qiyana,Kai'Sa,Leona
Maokai,Fiddlesticks,Zoe,Draven,Bard
Garen,Kayn,Sylas,Miss Fortune,Bard
Volibear,Nunu & Willump,Zed,Jhin,Nautilus
Sett,Volibear,Twisted Fate,Varus,Bard
Hecarim,Skarner,Ekko,Ezreal,Xerath
Jax,Shyvana,Annie,Kalista,Nautilus
Garen,Gragas,Lux,Jhin,Bard
Ornn,Nunu & Willump,Zilean,Vayne,Yuumi
Kled,Ivern,Malzahar,Aphelios,Bard
Teemo,Fiddlesticks,Orianna,Varus,Blitzcrank
Malphite,Olaf,Ziggs,Jhin,Bard
Sett,Fiddlesticks,Lucian,Aphelios,Yuumi
Malphite,Elise,Kayn,Kai'Sa,Bard
Aatrox,Graves,Syndra,Aphelios,Leona
Maokai,Shyvana,Corki,Caitlyn,Bard
Sett,Fiddlesticks,Taliyah,Lucian,Soraka
Sion,Xin Zhao,Syndra,Jhin,Bard
Darius,Kayn,Twisted Fate,Lucian,Bard
Sett,Lee Sin,LeBlanc,Vayne,Yuumi
Vladimir,Graves,Irelia,Soraka,Senna
Gangplank,Fiddlesticks,Twisted Fate,Ashe,Bard
Cho'Gath,Kha'Zix,Lux,Ezreal,Bard
Gnar,Sejuani,Vladimir,Cassiopeia,Janna
Maokai,Vi,Kled,Teemo,Bard
Karma,Rammus,Syndra,Thresh,Senna
Yasuo,Jarvan IV,Azir,Kai'Sa,Thresh
Maokai,Volibear,Vladimir,Ezreal,Bard
Urgot,Jarvan IV,Diana,Varus,Bard
Kayn,Sejuani,Lux,Viktor,Lulu
Shen,Graves,Lux,Caitlyn,Thresh
Mordekaiser,Lee Sin,Syndra,Varus,Bard
Camille,Vi,Malzahar,Ashe,Bard
Aatrox,Nidalee,Twisted Fate,Kalista,Taric
Cho'Gath,Evelynn,Xerath,Jhin,Bard
Warwick,Graves,Ekko,Twitch,Yuumi
Sett,Gragas,Azir,Aphelios,Lulu
Renekton,Zac,Vel'Koz,Ashe,Bard
Gangplank,Graves,Syndra,Kai'Sa,Thresh
Shen,Master Yi,Diana,Ezreal,Bard
Kalista,Kayn,Syndra,Ezreal,Janna
Ornn,Trundle,Corki,Ashe,Leona
Garen,Trundle,Syndra,Tristana,Bard
Cassiopeia,Lee Sin,Vel'Koz,Twitch,Nautilus
Darius,Ivern,Diana,Yasuo,Bard
Sett,Olaf,Mordekaiser,Aphelios,Nautilus
Garen,Lee Sin,LeBlanc,Ezreal,Bard
Jax,Fiddlesticks,Cassiopeia,Caitlyn,Senna
Illaoi,Lee Sin,Lux,Jhin,Leona
Wukong,Master Yi,Yasuo,Ezreal,Bard
Camille,Elise,Lux,Caitlyn,Thresh
Darius,Sylas,Heimerdinger,Aphelios,Bard
Shen,Elise,Ekko,Kai'Sa,Bard
Mordekaiser,Jarvan IV,Lissandra,Jinx,Nami
Malphite,Ekko,Orianna,Aphelios,Bard
Renekton,Wukong,Lux,Ashe,Nami
Garen,Kayn,Diana,Ezreal,Xerath
Vladimir,Hecarim,Talon,Syndra,Bard
Aatrox,Kha'Zix,Neeko,Syndra,Pyke
Teemo,Master Yi,Fizz,Caitlyn,Bard
Sylas,Lee Sin,Maokai,Sona,Karma
Vladimir,Olaf,Ahri,Jhin,Bard
Darius,Wukong,Ekko,Jhin,Bard
Warwick,Kha'Zix,Heimerdinger,Kalista,Taric
Kled,Ekko,Kennen,Lucian,Nami
Sett,Karthus,Diana,Kai'Sa,Bard
Darius,Fiddlesticks,Pantheon,Tristana,Bard
Vayne,Master Yi,Ornn,Kai'Sa,Yuumi
Malphite,Elise,Lux,Vayne,Janna
Mordekaiser,Zac,Kassadin,Kog'Maw,Lulu
Darius,Amumu,Ekko,Miss Fortune,Bard
Camille,Graves,Galio,Caitlyn,Thresh
Aatrox,Yuumi,Ziggs,Miss Fortune,Sona
Mordekaiser,Zac,Zed,Kog'Maw,Lulu
Aatrox,Pantheon,Cho'Gath,Kai'Sa,Janna
Yorick,Zac,Ryze,Caitlyn,Bard
Jax,Shyvana,LeBlanc,Tristana,Bard
Urgot,Lee Sin,Heimerdinger,Vayne,Pyke
Renekton,Trundle,Corki,Kai'Sa,Rakan
Nasus,Amumu,Zoe,Tristana,Bard
Sion,Warwick,Lux,Kai'Sa,Yuumi
Renekton,Lee Sin,Neeko,Aphelios,Bard
Zac,Shaco,Xerath,Miss Fortune,Zilean
Ornn,Karthus,Fizz,Varus,Bard
Fiora,Zac,Lux,Ezreal,Yuumi
Mordekaiser,Jarvan IV,Sylas,Miss Fortune,Bard
Fiora,Shyvana,Sylas,Ezreal,Bard
Malphite,Hecarim,Mordekaiser,Tristana,Brand
Zac,Shyvana,Lulu,Miss Fortune,Bard
Sett,Trundle,Katarina,Kog'Maw,Brand
Maokai,Kha'Zix,Talon,Xayah,Bard
Poppy,Brand,Pantheon,Kindred,Xerath
Riven,Dr. Mundo,Ekko,Vayne,Lulu
Malphite,Ivern,Lucian,Kai'Sa,Bard
Vayne,Karthus,Karma,Wukong,Nautilus
Camille,Trundle,Sylas,Ezreal,Zyra
Gangplank,Shaco,Rumble,Ezreal,Bard
Mordekaiser,Olaf,Malzahar,Xayah,Lulu
Kayle,Rengar,Malzahar,Cassiopeia,Nautilus
Nasus,Warwick,Lux,Jhin,Bard
Quinn,Master Yi,Vladimir,Jinx,Zyra
Ornn,Ivern,Kassadin,Caitlyn,Bard
Mordekaiser,Rek'Sai,Kassadin,Lucian,Leona
Fiora,Olaf,Heimerdinger,Caitlyn,Bard
Irelia,Graves,Ekko,Ezreal,Bard
Gangplank,Lee Sin,Diana,Miss Fortune,Thresh
Vladimir,Ekko,Sett,Xayah,Thresh
Illaoi,Karthus,Cassiopeia,Kai'Sa,Bard
Maokai,Master Yi,Orianna,Kalista,Taric
Nasus,Zac,Wukong,Vayne,Bard
Karma,Zac,Irelia,Cassiopeia,Bard
Mordekaiser,Dr. Mundo,Zed,Kalista,Sona
Jax,Hecarim,Syndra,Caitlyn,Bard
Lulu,Kha'Zix,Swain,Vayne,Pyke
Camille,Skarner,Heimerdinger,Kai'Sa,Bard
Vladimir,Zac,Qiyana,Lucian,Zyra
Aatrox,Sett,Viktor,Vayne,Soraka
Camille,Rammus,Malzahar,Cassiopeia,Bard
Trundle,Hecarim,Fizz,Jhin,Pyke
Jax,Teemo,Graves,Lucian,Bard
Janna,Lee Sin,Diana,Kai'Sa,Thresh
Cho'Gath,Ivern,Lucian,Aphelios,Bard
Quinn,Xin Zhao,Sylas,Miss Fortune,Brand
Fiora,Evelynn,Veigar,Xayah,Bard
Sett,Ekko,Ahri,Lucian,Bard
Sion,Zac,Katarina,Miss Fortune,Pyke
Kayle,Kayn,Kassadin,Jhin,Nami
Mordekaiser,Nocturne,Katarina,Vayne,Bard
Rengar,Trundle,Pyke,Sett,Senna
Kayle,Skarner,Ekko,Miss Fortune,Bard
Renekton,Zac,Katarina,Ashe,Yuumi
Lulu,Amumu,Karma,Vayne,Senna
Renekton,Master Yi,Kassadin,Jhin,Bard
Kled,Shaco,Yasuo,Tristana,Pyke
Maokai,Shyvana,Qiyana,Pantheon,Senna
Teemo,Brand,Talon,Kalista,Bard
Taric,Zac,Vel'Koz,Xayah,Bard
Sett,Nocturne,Kassadin,Ezreal,Zilean
Renekton,Elise,Kassadin,Varus,Bard
Aatrox,Zac,Talon,Syndra,Taric
Akali,Kayn,Ahri,Miss Fortune,Thresh
Kled,Elise,Talon,Caitlyn,Bard
Maokai,Twitch,Lulu,Kai'Sa,Thresh
Jax,Lee Sin,Kassadin,Vayne,Bard
Gragas,Ekko,Annie,Draven,Bard
Urgot,Warwick,Yasuo,Syndra,Rakan
Riven,Nocturne,Lissandra,Ashe,Zilean
Aatrox,Vi,Orianna,Ezreal,Bard
Garen,Olaf,Karma,Vayne,Thresh
Singed,Zac,Lux,Lucian,Leona
Dr. Mundo,Ekko,Lissandra,Caitlyn,Nami
Aatrox,Elise,Zed,Lucian,Bard
Maokai,Volibear,Malzahar,Caitlyn,Bard
Riven,Ivern,Irelia,Ezreal,Janna
Urgot,Lee Sin,Ahri,Xayah,Thresh
Malphite,Elise,Diana,Lucian,Bard
Teemo,Nunu & Willump,Lissandra,Kalista,Bard
Ornn,Elise,Sylas,Miss Fortune,Leona
Renekton,Amumu,Yasuo,Lucian,Ashe
Maokai,Elise,Cassiopeia,Jinx,Bard
Urgot,Nunu & Willump,Xerath,Cassiopeia,Bard
Kled,Zac,Swain,Kai'Sa,Nautilus
Renekton,Nunu & Willump,Xerath,Caitlyn,Bard
Sett,Shyvana,Diana,Draven,Blitzcrank
Malphite,Nunu & Willump,Corki,Cassiopeia,Bard
Mordekaiser,Vi,Zed,Draven,Leona
Vladimir,Sejuani,Riven,Kalista,Taric
Yasuo,Rammus,Tryndamere,Vayne,Bard
Yorick,Karthus,Syndra,Xayah,Lulu
Vladimir,Graves,Azir,Jinx,Bard
Gangplank,Kha'Zix,LeBlanc,Caitlyn,Thresh
Ornn,Ekko,Fizz,Ezreal,Bard
Rumble,Kayn,Ahri,Caitlyn,Morgana
Graves,Jarvan IV,Anivia,Miss Fortune,Bard
Maokai,Lee Sin,Syndra,Aphelios,Lulu
Irelia,Vi,Zoe,Ezreal,Bard
Gragas,Zac,Yasuo,Ezreal,Bard
Ornn,Sejuani,Kha'Zix,Ziggs,Senna
Jax,Shyvana,Orianna,Miss Fortune,Nami
Ornn,Karthus,Galio,Aphelios,Bard
Renekton,Shaco,Katarina,Lucian,Zyra
Sett,Twitch,Lulu,Xayah,Bard
Sylas,Jax,Cassiopeia,Aphelios,Bard
Irelia,Xin Zhao,Kassadin,Jhin,Yuumi
Maokai,Wukong,Zoe,Ezreal,Janna
Tryndamere,Zac,Vladimir,Kai'Sa,Karma
Darius,Sejuani,Syndra,Sivir,Yuumi
Mordekaiser,Rammus,Lucian,Jhin,Bard
Jayce,Ekko,Viktor,Caitlyn,Bard
Renekton,Nidalee,Cassiopeia,Miss Fortune,Leona
Camille,Olaf,Ryze,Lucian,Leona
Vladimir,Rek'Sai,Karma,Xayah,Thresh
Malphite,Elise,Qiyana,Kai'Sa,Zilean
Gangplank,Kindred,Viktor,Vayne,Bard
Sett,Warwick,Syndra,Kai'Sa,Bard
Darius,Elise,Twisted Fate,Caitlyn,Thresh
Kayle,Trundle,Syndra,Ezreal,Karma
Vladimir,Kindred,Katarina,Kai'Sa,Bard
Sylas,Shyvana,Renekton,Ezreal,Yuumi
Shen,Karthus,Corki,Vayne,Bard
Irelia,Elise,Syndra,Draven,Alistar
Fiora,Graves,LeBlanc,Vel'Koz,Bard
Gangplank,Jarvan IV,Katarina,Ashe,Thresh
Sett,Nocturne,Ekko,Miss Fortune,Bard
Mordekaiser,Shaco,Ekko,Draven,Thresh
Vladimir,Nocturne,Veigar,Xayah,Bard
Vladimir,Kha'Zix,Graves,Ashe,Bard
Neeko,Nunu & Willump,Wukong,Varus,Lux
Nasus,Warwick,Anivia,Ezreal,Nami
Sion,Jarvan IV,Kog'Maw,Miss Fortune,Bard
Gangplank,Hecarim,Cassiopeia,Aphelios,Blitzcrank
Sion,Sett,Vladimir,Miss Fortune,Bard
Gangplank,Rengar,Katarina,Ezreal,Bard
Maokai,Xin Zhao,Kassadin,Lucian,Thresh
Darius,Lee Sin,Orianna,Varus,Leona
Vladimir,Trundle,Katarina,Xayah,Bard
Kalista,Kayn,Cassiopeia,Ezreal,Pyke
Garen,Graves,Katarina,Kai'Sa,Bard
Trundle,Jarvan IV,Cassiopeia,Kai'Sa,Leona
Ornn,Xin Zhao,Fizz,Swain,Bard
Sett,Ekko,Twisted Fate,Ashe,Bard
Vladimir,Trundle,Pantheon,Kai'Sa,Swain
Illaoi,Sejuani,Vel'Koz,Tristana,Veigar
Garen,Wukong,Twisted Fate,Ezreal,Bard
Irelia,Karthus,Talon,Veigar,Bard
Volibear,Rammus,Annie,Vayne,Lulu
Nocturne,Ekko,Diana,Vayne,Bard
Garen,Jarvan IV,Mordekaiser,Lucian,Alistar
Camille,Ekko,Kassadin,Tristana,Leona
Shen,Graves,Rumble,Ashe,Janna
Gangplank,Zac,Karma,Aphelios,Yuumi
Renekton,Rek'Sai,Ekko,Jhin,Senna
Kindred,Taliyah,Ekko,Sivir,Karma
Mordekaiser,Zac,Yasuo,Kai'Sa,Nautilus
Malphite,Ivern,Yasuo,Ashe,Bard
Maokai,Vi,Diana,Draven,Lulu
Kled,Shaco,Graves,Ezreal,Bard
Teemo,Kayn,Veigar,Vayne,Thresh
Yasuo,Ekko,Diana,Jinx,Lulu
Teemo,Kayn,Tryndamere,Miss Fortune,Bard
Sett,Lee Sin,LeBlanc,Kai'Sa,Yuumi
Graves,Kayn,Corki,Lucian,Bard
Kayle,Master Yi,Diana,Vayne,Lulu
Garen,Elise,Shen,Kai'Sa,Bard
Yorick,Udyr,Kassadin,Aphelios,Yuumi
Quinn,Lee Sin,Katarina,Kai'Sa,Bard
Fiora,Lee Sin,Irelia,Caitlyn,Lulu
Yorick,Nocturne,Zed,Jhin,Bard
Sett,Pantheon,Syndra,Ziggs,Rakan
Kalista,Shyvana,Lissandra,Vayne,Bard
Maokai,Tristana,Rumble,Ezreal,Bard
Fiora,Lee Sin,Veigar,Vladimir,Yuumi
Darius,Kha'Zix,Xerath,Draven,Pyke
Teemo,Elise,Yasuo,Ezreal,Bard
Fiora,Rengar,Kassadin,Heimerdinger,Brand
Yasuo,Graves,Pantheon,Caitlyn,Bard
Kayle,Lee Sin,Diana,Vayne,Thresh
Sylas,Vi,Irelia,Lucian,Bard
Malphite,Ekko,Talon,Ezreal,Bard
Gnar,Diana,Jax,Jhin,Karma
Maokai,Garen,Rumble,Miss Fortune,Brand
Sett,Yasuo,Syndra,Caitlyn,Bard
Darius,Zac,Orianna,Aphelios,Bard
Renekton,Kayn,Ekko,Kai'Sa,Thresh
Renekton,Nasus,Ahri,Vayne,Thresh
Aatrox,Sejuani,Warwick,Sivir,Bard
Fiora,Trundle,Sylas,Caitlyn,Thresh
Garen,Sejuani,Cassiopeia,Ezreal,Bard
Shen,Gragas,Yasuo,Miss Fortune,Rakan
Sett,Nocturne,Orianna,Zoe,Bard
Darius,Zac,Aurelion Sol,Caitlyn,Blitzcrank
Vladimir,Master Yi,Tristana,Lucian,Bard
Ornn,Sejuani,Lux,Ezreal,Rakan
Garen,Ekko,Syndra,Caitlyn,Bard
Teemo,Volibear,Talon,Sivir,Bard
Darius,Olaf,Sion,Aphelios,Pyke
Darius,Jarvan IV,Yasuo,Twitch,Zyra
Cassiopeia,Lee Sin,Katarina,Senna,Bard
Aatrox,Lee Sin,Azir,Varus,Yuumi
Sett,Zac,Fizz,Jhin,Bard
Garen,Trundle,Karma,Lucian,Bard
Darius,Zac,Galio,Miss Fortune,Janna
Zac,Lee Sin,Orianna,Jinx,Thresh
Darius,Nunu & Willump,Yasuo,Ezreal,Bard
Kayle,Lee Sin,Anivia,Jinx,Bard
Kled,Rengar,Orianna,Nautilus,Senna
Shen,Master Yi,Xerath,Miss Fortune,Bard
Ryze,Sejuani,Jax,Kai'Sa,Swain
Fiora,Udyr,Cassiopeia,Jhin,Janna
Vladimir,Shyvana,Yasuo,Tristana,Yuumi
Jax,Jarvan IV,Garen,Caitlyn,Bard
Aatrox,Trundle,Kayle,Ezreal,Nami
Pantheon,Sejuani,Diana,Tristana,Bard
Aatrox,Graves,LeBlanc,Aphelios,Blitzcrank
Kennen,Elise,Ziggs,Aphelios,Nautilus
Kayle,Sett,Zed,Caitlyn,Bard
Gnar,Trundle,Nocturne,Kai'Sa,Bard
Illaoi,Shaco,Galio,Kalista,Lulu
Aatrox,Hecarim,Cassiopeia,Tristana,Leona
Shen,Trundle,Veigar,Miss Fortune,Bard
Zac,Olaf,Qiyana,Miss Fortune,Thresh
Wukong,Amumu,Karma,Vayne,Morgana
Kennen,Kayn,LeBlanc,Kalista,Thresh
Renekton,Rammus,Pantheon,Jhin,Bard
Yasuo,Sylas,Renekton,Varus,Zac
Aatrox,Udyr,Anivia,Miss Fortune,Bard
Shen,Poppy,Diana,Miss Fortune,Bard
Illaoi,Zac,Master Yi,Caitlyn,Janna
Poppy,Jarvan IV,Ziggs,Ezreal,Yuumi
Shen,Nunu & Willump,Diana,Miss Fortune,Bard
Singed,Kha'Zix,Sylas,Miss Fortune,Bard
Riven,Rengar,Anivia,Caitlyn,Nami
Mordekaiser,Kayn,Anivia,Miss Fortune,Bard
Gangplank,Trundle,Wukong,Jhin,Pyke
Sett,Shyvana,Veigar,Draven,Sona
Ornn,Poppy,Katarina,Jhin,Bard
Gangplank,Xin Zhao,Vel'Koz,Senna,Nautilus
Darius,Rek'Sai,Ryze,Aphelios,Bard
Irelia,Sylas,Yasuo,Ezreal,Bard
Jax,Kayn,Katarina,Jhin,Senna
Skarner,Rengar,Syndra,Caitlyn,Senna
Darius,Shyvana,Neeko,Vayne,Bard
Darius,Shyvana,Ryze,Lucian,Bard
Cassiopeia,Sett,Yasuo,Miss Fortune,Sona
Dr. Mundo,Trundle,Malzahar,Vayne,Nami
Ornn,Master Yi,Kassadin,Ashe,Bard
Sion,Karthus,Talon,Kalista,Thresh
Teemo,Shaco,Ahri,Kog'Maw,Bard
Jayce,Karthus,Malzahar,Ezreal,Bard
Sett,Twitch,Sylas,Draven,Thresh
Trundle,Diana,Zoe,Tahm Kench,Senna
