id,team,champions,win
ESPORTSTMNT05/1440707,Red,"['Aatrox', 'Jarvan IV', 'Viktor', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1440708,Blue,"['Aatrox', 'Trundle', 'Azir', 'Xayah', 'Rakan']",1
ESPORTSTMNT05/1440708,Red,"['Irelia', 'Jarvan IV', 'Zilean', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1440709,Blue,"['Renekton', 'Elise', 'Sylas', 'Xayah', 'Rakan']",1
ESPORTSTMNT05/1440709,Red,"['Aatrox', 'Pantheon', 'LeBlanc', 'Kalista', 'Blitzcrank']",0
ESPORTSTMNT05/1440732,Blue,"['Renekton', 'Jarvan IV', 'LeBlanc', 'Ezreal', 'Sett']",1
ESPORTSTMNT05/1440732,Red,"['Ornn', 'Gragas', 'Yasuo', 'Miss Fortune', 'Rakan']",0
ESPORTSTMNT05/1440738,Blue,"['Ornn', 'Graves', 'Zilean', 'Kalista', 'Taric']",0
ESPORTSTMNT05/1440738,Red,"['Aatrox', 'Trundle', 'Viktor', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT05/1440743,Blue,"['Aatrox', 'Kindred', 'Zoe', 'Kalista', 'Taric']",0
ESPORTSTMNT05/1440743,Red,"['Ornn', ""Rek'Sai"", 'Orianna', 'Xayah', 'Rakan']",1
ESPORTSTMNT05/1440744,Blue,"['Renekton', 'Gragas', 'Azir', 'Aphelios', 'Tahm Kench']",1
ESPORTSTMNT05/1440744,Red,"['Ornn', 'Nocturne', 'Corki', 'Kalista', 'Pyke']",0
ESPORTSTMNT05/1440745,Blue,"['Aatrox', 'Trundle', 'Corki', 'Aphelios', 'Braum']",1
ESPORTSTMNT05/1440745,Red,"['Ornn', 'Gragas', 'Azir', 'Miss Fortune', 'Yuumi']",0
ESPORTSTMNT05/1440751,Blue,"['Sylas', 'Lee Sin', 'Veigar', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1440751,Red,"['Ornn', 'Jarvan IV', 'Azir', ""Kog'Maw"", 'Lulu']",1
ESPORTSTMNT05/1440754,Blue,"['Ornn', 'Trundle', 'Kassadin', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1440754,Red,"['Zac', 'Jarvan IV', 'Azir', ""Kog'Maw"", 'Lulu']",1
ESPORTSTMNT05/1440755,Blue,"['Zac', 'Gragas', 'Azir', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT05/1440755,Red,"['Ornn', 'Trundle', 'Corki', 'Aphelios', 'Janna']",1
ESPORTSTMNT05/1510088,Blue,"['Renekton', 'Gragas', 'Yasuo', 'Cassiopeia', 'Taric']",0
ESPORTSTMNT05/1510088,Red,"['Mordekaiser', 'Trundle', 'Syndra', 'Ezreal', 'Sett']",1
ESPORTSTMNT05/1510096,Blue,"['Ornn', 'Trundle', 'Orianna', 'Aphelios', 'Braum']",0
ESPORTSTMNT05/1510096,Red,"['Vladimir', 'Sylas', 'Qiyana', 'Ashe', 'Thresh']",1
ESPORTSTMNT05/1510101,Blue,"['Urgot', 'Gragas', 'Orianna', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1510101,Red,"['Aatrox', 'Trundle', 'Zoe', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1510106,Blue,"['Wukong', 'Lee Sin', 'Akali', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1510106,Red,"['Volibear', 'Sett', 'Azir', 'Ezreal', 'Leona']",1
ESPORTSTMNT05/1510113,Blue,"['Ornn', 'Graves', 'Corki', 'Varus', 'Braum']",0
ESPORTSTMNT05/1510113,Red,"['Aatrox', 'Trundle', 'Orianna', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1510117,Blue,"['Volibear', 'Elise', 'Zoe', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT05/1510117,Red,"['Jax', 'Graves', 'Ziggs', 'Syndra', 'Leona']",0
ESPORTSTMNT05/1510125,Blue,"['Mordekaiser', 'Graves', 'Twisted Fate', 'Soraka', 'Nautilus']",0
ESPORTSTMNT05/1510125,Red,"['Renekton', 'Lee Sin', 'Orianna', 'Senna', 'Wukong']",1
ESPORTSTMNT05/1510184,Blue,"['Gangplank', 'Lee Sin', 'Zoe', 'Ezreal', 'Thresh']",0
ESPORTSTMNT05/1510184,Red,"['Kayle', 'Trundle', 'Azir', 'Aphelios', 'Braum']",1
ESPORTSTMNT05/1510201,Blue,"['Kayle', ""Rek'Sai"", 'Twisted Fate', 'Kalista', 'Nautilus']",1
ESPORTSTMNT05/1510201,Red,"['Ornn', 'Olaf', 'Corki', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1510206,Blue,"['Wukong', 'Graves', 'Ekko', 'Soraka', 'Leona']",0
ESPORTSTMNT05/1510206,Red,"['Malphite', 'Sett', 'Orianna', 'Ezreal', 'Thresh']",1
ESPORTSTMNT05/1510211,Blue,"['Wukong', 'Kindred', 'Orianna', 'Aphelios', 'Bard']",1
ESPORTSTMNT05/1510211,Red,"['Mordekaiser', 'Graves', 'Zoe', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1510540,Blue,"['Ornn', 'Trundle', 'Talon', 'Ezreal', 'Sett']",0
ESPORTSTMNT05/1510540,Red,"['Urgot', 'Nidalee', 'Twisted Fate', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1510544,Blue,"['Camille', 'Trundle', 'Viktor', 'Ezreal', 'Thresh']",0
ESPORTSTMNT05/1510544,Red,"['Renekton', 'Olaf', 'LeBlanc', ""Kog'Maw"", 'Lulu']",1
ESPORTSTMNT05/1510545,Blue,"['Wukong', 'Volibear', 'Twisted Fate', 'Kalista', 'Rakan']",1
ESPORTSTMNT05/1510545,Red,"['Gangplank', 'Trundle', 'Orianna', 'Ashe', 'Thresh']",0
ESPORTSTMNT05/1510546,Blue,"['Fiora', 'Nidalee', 'Cassiopeia', 'Aphelios', 'Lulu']",0
ESPORTSTMNT05/1510546,Red,"['Urgot', 'Graves', 'Zoe', 'Ezreal', 'Karma']",1
ESPORTSTMNT05/1510549,Blue,"['Aatrox', 'Elise', 'Syndra', 'Kalista', 'Nautilus']",0
ESPORTSTMNT05/1510549,Red,"['Wukong', 'Shaco', 'Orianna', 'Ezreal', 'Thresh']",1
ESPORTSTMNT05/1510551,Blue,"['Mordekaiser', 'Jarvan IV', 'Azir', 'Ezreal', 'Karma']",0
ESPORTSTMNT05/1510551,Red,"['Aatrox', 'Trundle', 'Orianna', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1510554,Blue,"['Mordekaiser', 'Volibear', 'Orianna', 'Kalista', 'Alistar']",1
ESPORTSTMNT05/1510554,Red,"['Kayle', 'Sett', 'Twisted Fate', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1510595,Blue,"['Sett', 'Graves', 'Syndra', 'Sivir', 'Karma']",0
ESPORTSTMNT05/1510595,Red,"['Renekton', 'Trundle', 'Zoe', 'Ashe', 'Tahm Kench']",1
ESPORTSTMNT05/1510602,Blue,"['Gnar', 'Sett', 'Corki', 'Aphelios', 'Sona']",0
ESPORTSTMNT05/1510602,Red,"['Volibear', 'Jarvan IV', 'Ekko', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1510605,Blue,"['Ornn', 'Volibear', 'Azir', 'Miss Fortune', 'Yuumi']",0
ESPORTSTMNT05/1510605,Red,"['Maokai', 'Olaf', 'Corki', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1510609,Blue,"['Camille', 'Graves', 'Azir', 'Varus', 'Thresh']",0
ESPORTSTMNT05/1510609,Red,"['Ornn', 'Lee Sin', 'Zoe', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT05/1510613,Blue,"['Renekton', 'Volibear', 'Syndra', 'Ezreal', 'Tahm Kench']",1
ESPORTSTMNT05/1510613,Red,"['Quinn', 'Trundle', 'LeBlanc', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1510642,Blue,"['Volibear', 'Nidalee', 'Zoe', 'Kalista', 'Nautilus']",1
ESPORTSTMNT05/1510642,Red,"['Ornn', 'Graves', 'Azir', 'Heimerdinger', 'Blitzcrank']",0
ESPORTSTMNT05/1510647,Blue,"['Wukong', 'Lee Sin', 'Ryze', 'Varus', 'Thresh']",1
ESPORTSTMNT05/1510647,Red,"['Mordekaiser', 'Trundle', 'Lucian', 'Karma', 'Soraka']",0
ESPORTSTMNT05/1510658,Blue,"['Gangplank', 'Trundle', 'Ryze', 'Varus', 'Thresh']",1
ESPORTSTMNT05/1510658,Red,"['Mordekaiser', 'Lee Sin', 'Twisted Fate', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1510665,Blue,"['Malphite', 'Olaf', 'Orianna', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1510665,Red,"['Wukong', 'Kindred', 'Lulu', 'Aphelios', 'Taric']",0
ESPORTSTMNT05/1520057,Blue,"['Ornn', 'Trundle', 'Azir', 'Varus', 'Tahm Kench']",1
ESPORTSTMNT05/1520057,Red,"['Sett', 'Gragas', 'Orianna', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT05/1520065,Blue,"['Sett', ""Rek'Sai"", 'Zoe', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520065,Red,"['Gangplank', 'Gragas', 'Cassiopeia', 'Ezreal', 'Karma']",0
ESPORTSTMNT05/1520073,Blue,"['Sett', 'Graves', 'Kassadin', 'Ashe', 'Braum']",0
ESPORTSTMNT05/1520073,Red,"['Vladimir', 'Trundle', 'Orianna', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520078,Blue,"['Volibear', 'Gragas', 'Syndra', ""Kai'Sa"", 'Lulu']",1
ESPORTSTMNT05/1520078,Red,"['Wukong', 'Graves', 'Ekko', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1520083,Blue,"['Ornn', 'Graves', 'Zoe', 'Miss Fortune', 'Rakan']",0
ESPORTSTMNT05/1520083,Red,"['Wukong', 'Lee Sin', 'Cassiopeia', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT05/1520105,Blue,"['Ornn', 'Trundle', 'Corki', 'Aphelios', 'Braum']",1
ESPORTSTMNT05/1520105,Red,"['Sion', 'Gragas', 'Kassadin', 'Kalista', 'Taric']",0
ESPORTSTMNT05/1520117,Blue,"['Aatrox', 'Jarvan IV', 'Corki', 'Miss Fortune', 'Yuumi']",0
ESPORTSTMNT05/1520117,Red,"['Akali', ""Rek'Sai"", 'Ekko', 'Ezreal', 'Karma']",1
ESPORTSTMNT05/1520124,Blue,"['Gragas', 'Lee Sin', 'Azir', 'Kalista', 'Taric']",0
ESPORTSTMNT05/1520124,Red,"['Ornn', 'Trundle', 'Orianna', 'Aphelios', 'Tahm Kench']",1
ESPORTSTMNT05/1520153,Blue,"['Renekton', 'Trundle', 'Syndra', 'Sivir', 'Leona']",0
ESPORTSTMNT05/1520153,Red,"['Kennen', 'Olaf', 'Azir', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT05/1520161,Blue,"[""Cho'Gath"", 'Graves', 'Ekko', 'Aphelios', 'Braum']",1
ESPORTSTMNT05/1520161,Red,"['Aatrox', ""Rek'Sai"", 'Azir', 'Kalista', 'Taric']",0
ESPORTSTMNT05/1520165,Blue,"['Mordekaiser', 'Graves', 'Qiyana', 'Syndra', 'Nautilus']",0
ESPORTSTMNT05/1520165,Red,"['Aatrox', 'Nidalee', 'Galio', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1520169,Blue,"['Aatrox', 'Sett', 'Azir', 'Aphelios', 'Karma']",1
ESPORTSTMNT05/1520169,Red,"['Ornn', 'Graves', 'Zoe', 'Varus', 'Soraka']",0
ESPORTSTMNT05/1520179,Blue,"['Ornn', 'Trundle', 'Orianna', 'Aphelios', 'Thresh']",0
ESPORTSTMNT05/1520179,Red,"['Mordekaiser', 'Graves', 'Cassiopeia', 'Sivir', 'Karma']",1
ESPORTSTMNT05/1520182,Blue,"['Vladimir', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Leona']",0
ESPORTSTMNT05/1520182,Red,"['Ornn', 'Kindred', 'Azir', 'Aphelios', 'Braum']",1
ESPORTSTMNT05/1520188,Blue,"['Wukong', 'Nidalee', 'Ryze', 'Kalista', 'Taric']",1
ESPORTSTMNT05/1520188,Red,"['Ornn', 'Graves', 'Viktor', 'Senna', 'Sett']",0
ESPORTSTMNT05/1520189,Blue,"['Wukong', ""Rek'Sai"", 'Zoe', 'Ashe', 'Braum']",0
ESPORTSTMNT05/1520189,Red,"['Sett', 'Lee Sin', 'Syndra', 'Aphelios', 'Karma']",1
ESPORTSTMNT05/1520193,Blue,"['Ornn', ""Rek'Sai"", 'Viktor', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1520193,Red,"['Maokai', 'Lee Sin', 'Azir', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520195,Blue,"['Mordekaiser', 'Trundle', 'Orianna', 'Varus', 'Zilean']",0
ESPORTSTMNT05/1520195,Red,"['Ornn', 'Olaf', 'Lucian', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1520196,Blue,"['Gangplank', 'Lee Sin', 'Syndra', 'Ezreal', 'Bard']",1
ESPORTSTMNT05/1520196,Red,"['Sett', 'Trundle', 'Nautilus', ""Kai'Sa"", 'Yuumi']",0
ESPORTSTMNT05/1520223,Blue,"['Gangplank', 'Lee Sin', 'Azir', 'Ezreal', 'Karma']",0
ESPORTSTMNT05/1520223,Red,"['Fiora', 'Volibear', 'Ekko', ""Kai'Sa"", 'Sona']",1
ESPORTSTMNT05/1520232,Blue,"['Sett', 'Trundle', 'Zoe', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1520232,Red,"['Wukong', 'Lee Sin', 'Kassadin', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1520234,Blue,"['Ornn', 'Lee Sin', 'Azir', 'Ezreal', 'Nautilus']",0
ESPORTSTMNT05/1520234,Red,"['Camille', 'Nidalee', 'Ekko', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520238,Blue,"['Sett', 'Jarvan IV', 'Viktor', 'Aphelios', 'Lulu']",0
ESPORTSTMNT05/1520238,Red,"['Jayce', 'Olaf', 'Twisted Fate', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1520239,Blue,"['Ornn', 'Graves', 'Orianna', 'Varus', 'Thresh']",0
ESPORTSTMNT05/1520239,Red,"['Aatrox', 'Trundle', 'Zoe', 'Miss Fortune', 'Morgana']",1
ESPORTSTMNT05/1520246,Blue,"['Maokai', ""Rek'Sai"", 'Cassiopeia', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1520246,Red,"['Ornn', 'Volibear', 'Orianna', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1520247,Blue,"['Aatrox', 'Sett', 'Azir', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1520247,Red,"['Renekton', 'Olaf', 'Ekko', 'Aphelios', 'Lulu']",0
ESPORTSTMNT05/1520249,Blue,"['Wukong', 'Olaf', 'Galio', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1520249,Red,"['Malphite', 'Graves', 'Corki', 'Ezreal', 'Karma']",0
ESPORTSTMNT05/1520487,Blue,"['Aatrox', 'Lee Sin', 'Azir', 'Aphelios', 'Thresh']",0
ESPORTSTMNT05/1520487,Red,"['Renekton', 'Jarvan IV', 'Ekko', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1520490,Blue,"['Volibear', 'Sylas', 'Qiyana', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1520490,Red,"['Akali', 'Elise', 'Zed', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520498,Blue,"['Aatrox', 'Lee Sin', 'Orianna', 'Kalista', 'Nautilus']",0
ESPORTSTMNT05/1520498,Red,"['Irelia', 'Jarvan IV', 'Syndra', 'Ezreal', 'Thresh']",1
ESPORTSTMNT05/1520504,Blue,"['Gragas', 'Wukong', 'Orianna', 'Ezreal', 'Yuumi']",1
ESPORTSTMNT05/1520504,Red,"['Ornn', 'Sett', 'Twisted Fate', 'Aphelios', 'Thresh']",0
ESPORTSTMNT05/1520505,Blue,"['Kennen', 'Lee Sin', 'Orianna', 'Varus', 'Tahm Kench']",0
ESPORTSTMNT05/1520505,Red,"['Renekton', 'Trundle', 'Zoe', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1520560,Blue,"['Volibear', 'Trundle', 'Corki', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1520560,Red,"['Kayle', 'Lee Sin', 'Azir', 'Ezreal', 'Leona']",1
ESPORTSTMNT05/1520564,Blue,"['Akali', ""Rek'Sai"", 'Kassadin', 'Kalista', 'Nautilus']",0
ESPORTSTMNT05/1520564,Red,"['Renekton', 'Gragas', 'Azir', 'Aphelios', 'Thresh']",1
ESPORTSTMNT05/1520575,Blue,"['Ornn', 'Volibear', 'Karma', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1520575,Red,"['Gangplank', 'Olaf', 'Ryze', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1520595,Blue,"['Volibear', 'Karthus', 'Karma', 'Lucian', 'Braum']",1
ESPORTSTMNT05/1520595,Red,"['Aatrox', 'Trundle', 'Zoe', 'Ezreal', 'Thresh']",0
ESPORTSTMNT05/1520597,Blue,"['Wukong', 'Olaf', 'Akali', 'Senna', 'Thresh']",1
ESPORTSTMNT05/1520597,Red,"['Ornn', 'Sett', 'Kassadin', 'Ashe', 'Karma']",0
ESPORTSTMNT05/1520598,Blue,"['Ornn', 'Olaf', 'Orianna', 'Ezreal', 'Karma']",1
ESPORTSTMNT05/1520598,Red,"['Aatrox', 'Sett', 'Ekko', 'Sivir', 'Yuumi']",0
ESPORTSTMNT05/1520604,Blue,"['Mordekaiser', 'Graves', 'Orianna', 'Kalista', 'Blitzcrank']",1
ESPORTSTMNT05/1520604,Red,"['Ornn', 'Trundle', 'Kassadin', 'Ashe', 'Tahm Kench']",0
ESPORTSTMNT05/1520612,Blue,"['Fiddlesticks', 'Karthus', 'Pantheon', 'Varus', 'Karma']",0
ESPORTSTMNT05/1520612,Red,"['Wukong', 'Lee Sin', 'Kassadin', 'Sivir', 'Bard']",1
ESPORTSTMNT05/1520613,Blue,"['Wukong', 'Volibear', 'Twisted Fate', ""Kog'Maw"", 'Thresh']",0
ESPORTSTMNT05/1520613,Red,"['Jax', 'Olaf', 'Orianna', ""Kai'Sa"", 'Sett']",1
ESPORTSTMNT05/1520617,Blue,"['Gangplank', ""Rek'Sai"", 'Ekko', 'Varus', 'Thresh']",1
ESPORTSTMNT05/1520617,Red,"['Mordekaiser', 'Sett', 'Zoe', 'Kalista', 'Blitzcrank']",0
ESPORTSTMNT05/1520623,Blue,"['Renekton', 'Ivern', 'Azir', 'Senna', 'Wukong']",1
ESPORTSTMNT05/1520623,Red,"['Illaoi', 'Trundle', 'Ekko', 'Varus', 'Tahm Kench']",0
ESPORTSTMNT05/1520634,Blue,"['Mordekaiser', 'Pantheon', 'Twisted Fate', 'Kalista', 'Nautilus']",1
ESPORTSTMNT05/1520634,Red,"['Ornn', 'Graves', 'Galio', 'Aphelios', 'Tahm Kench']",0
ESPORTSTMNT05/1520644,Blue,"['Poppy', 'Elise', 'Orianna', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT05/1520644,Red,"['Ornn', 'Jarvan IV', 'Kassadin', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT05/1520648,Blue,"['Aatrox', 'Olaf', 'Orianna', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1520648,Red,"[""Cho'Gath"", 'Trundle', 'Sylas', 'Ezreal', 'Braum']",0
ESPORTSTMNT05/1520649,Blue,"['Kalista', 'Elise', 'Azir', 'Sivir', 'Braum']",0
ESPORTSTMNT05/1520649,Red,"['Poppy', 'Graves', 'Syndra', 'Varus', 'Nautilus']",1
ESPORTSTMNT05/1520651,Blue,"['Malphite', 'Olaf', 'Azir', 'Varus', 'Tahm Kench']",1
ESPORTSTMNT05/1520651,Red,"['Aatrox', 'Graves', 'Cassiopeia', 'Ashe', 'Nautilus']",0
ESPORTSTMNT05/1520653,Blue,"['Ornn', 'Graves', 'Kassadin', 'Aphelios', 'Lulu']",1
ESPORTSTMNT05/1520653,Red,"['Sett', 'Trundle', 'Azir', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT05/1530138,Blue,"['Sett', 'Lee Sin', 'Azir', ""Kai'Sa"", 'Thresh']",0
ESPORTSTMNT05/1530138,Red,"['Camille', 'Sejuani', 'Orianna', 'Ezreal', 'Bard']",1
ESPORTSTMNT05/1530143,Blue,"['Ornn', 'Sett', 'Syndra', 'Caitlyn', 'Senna']",1
ESPORTSTMNT05/1530143,Red,"['Aatrox', ""Kha'Zix"", 'Orianna', 'Ashe', 'Bard']",0
ESPORTSTMNT05/1530146,Blue,"['Camille', ""Kha'Zix"", 'Ekko', 'Ezreal', 'Thresh']",0
ESPORTSTMNT05/1530146,Red,"['Poppy', 'Graves', 'Azir', 'Kalista', 'Nautilus']",1
ESPORTSTMNT05/1530151,Blue,"['Ornn', 'Kindred', 'Zoe', 'Kalista', 'Sett']",1
ESPORTSTMNT05/1530151,Red,"['Camille', 'Olaf', 'Orianna', 'Lux', 'Sona']",0
ESPORTSTMNT05/1530153,Blue,"['Wukong', 'Trundle', 'Azir', 'Ezreal', 'Braum']",1
ESPORTSTMNT05/1530153,Red,"['Jayce', 'Graves', 'Orianna', 'Cassiopeia', 'Veigar']",0
ESPORTSTMNT05/1530156,Blue,"['Ornn', 'Lee Sin', 'Akali', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT05/1530156,Red,"['Aatrox', 'Sejuani', 'Lucian', 'Syndra', 'Blitzcrank']",0
ESPORTSTMNT05/1530158,Blue,"['Gangplank', ""Kha'Zix"", 'Orianna', 'Kalista', 'Taric']",1
ESPORTSTMNT05/1530158,Red,"['Wukong', 'Sett', 'Zoe', 'Senna', 'Alistar']",0
ESPORTSTMNT05/1530170,Blue,"['Ornn', 'Olaf', 'Syndra', 'Caitlyn', 'Morgana']",1
ESPORTSTMNT05/1530170,Red,"['Gangplank', 'Sett', 'Ryze', 'Aphelios', 'Thresh']",0
ESPORTSTMNT05/1530174,Blue,"['Camille', 'Volibear', 'LeBlanc', 'Caitlyn', 'Morgana']",1
ESPORTSTMNT05/1530174,Red,"['Gangplank', 'Lee Sin', 'Corki', 'Jhin', 'Pyke']",0
ESPORTSTMNT05/1540037,Blue,"['Wukong', 'Sett', 'Ryze', 'Jhin', 'Nautilus']",1
ESPORTSTMNT05/1540037,Red,"['Aatrox', 'Volibear', 'Galio', 'Ezreal', 'Morgana']",0
ESPORTSTMNT05/1540051,Blue,"['Ornn', 'Nidalee', 'Orianna', 'Ashe', 'Thresh']",0
ESPORTSTMNT05/1540051,Red,"['Wukong', 'Lee Sin', 'Azir', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT05/1540054,Blue,"['Camille', 'Trundle', 'Orianna', 'Ashe', 'Nautilus']",1
ESPORTSTMNT05/1540054,Red,"['Fiora', ""Rek'Sai"", 'Sett', 'Karthus', 'Leona']",0
ESPORTSTMNT05/1540057,Blue,"['Ornn', 'Graves', 'Jayce', 'Karthus', 'Leona']",0
ESPORTSTMNT05/1540057,Red,"['Sylas', 'Lee Sin', 'Syndra', 'Ashe', 'Bard']",1
ESPORTSTMNT05/1540064,Blue,"['Camille', 'Volibear', 'Syndra', ""Kai'Sa"", 'Leona']",1
ESPORTSTMNT05/1540064,Red,"['Poppy', 'Olaf', 'Zoe', 'Ezreal', 'Bard']",0
ESPORTSTMNT05/1540080,Blue,"['Camille', 'Sejuani', 'Akali', 'Lucian', 'Nautilus']",0
ESPORTSTMNT05/1540080,Red,"['Fiddlesticks', 'Aphelios', 'Bard', 'Fiora', 'Lissandra']",1
ESPORTSTMNT05/1540082,Blue,"['Camille', 'Sejuani', 'Zoe', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT05/1540082,Red,"['Jax', 'Sett', 'Galio', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1540088,Blue,"['Sett', 'Graves', 'Ekko', 'Xayah', 'Rakan']",1
ESPORTSTMNT05/1540088,Red,"['Aatrox', 'Olaf', 'Azir', 'Ashe', 'Bard']",0
ESPORTSTMNT05/1540091,Blue,"['Gangplank', 'Lee Sin', 'Syndra', ""Kai'Sa"", 'Sett']",1
ESPORTSTMNT05/1540091,Red,"['Sion', ""Kha'Zix"", 'Orianna', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT05/1540092,Blue,"['Akali', 'Ekko', 'Qiyana', 'Kalista', 'Thresh']",1
ESPORTSTMNT05/1540092,Red,"['Sett', 'Olaf', 'Orianna', 'Ashe', 'Tahm Kench']",0
ESPORTSTMNT05/1540097,Blue,"['Quinn', ""Rek'Sai"", 'Syndra', 'Xayah', 'Rakan']",0
ESPORTSTMNT05/1540097,Red,"['Renekton', 'Hecarim', 'Twisted Fate', 'Sona', 'Lux']",1
ESPORTSTMNT05/1540099,Blue,"['Akali', 'Graves', 'Zoe', 'Aphelios', 'Karma']",0
ESPORTSTMNT05/1540099,Red,"['Irelia', 'Volibear', 'Twisted Fate', 'Caitlyn', 'Thresh']",1
ESPORTSTMNT05/1540104,Blue,"['Gnar', 'Lee Sin', 'Zoe', 'Kalista', 'Nautilus']",1
ESPORTSTMNT05/1540104,Red,"['Malphite', 'Sett', 'Azir', 'Aphelios', 'Thresh']",0
ESPORTSTMNT05/1540111,Blue,"['Fiora', 'Volibear', 'Azir', ""Kai'Sa"", 'Thresh']",0
ESPORTSTMNT05/1540111,Red,"['Lucian', 'Sett', 'Orianna', 'Ezreal', 'Nautilus']",1
ESPORTSTMNT05/1540114,Blue,"['Renekton', 'Sejuani', 'Azir', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT05/1540114,Red,"['Ornn', 'Sett', 'Orianna', 'Sivir', 'Bard']",0
ESPORTSTMNT05/1540143,Blue,"['Gangplank', 'Trundle', 'Orianna', 'Ezreal', 'Nautilus']",0
ESPORTSTMNT05/1540143,Red,"['Sett', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Thresh']",1
ESPORTSTMNT05/1540149,Blue,"['Camille', 'Evelynn', 'Zoe', 'Caitlyn', 'Senna']",1
ESPORTSTMNT05/1540149,Red,"['Wukong', 'Trundle', 'Cassiopeia', 'Ezreal', 'Blitzcrank']",0
ESPORTSTMNT05/1540150,Blue,"['Darius', 'Kayn', 'Orianna', 'Sona', 'Lux']",0
ESPORTSTMNT05/1540150,Red,"['Karma', 'Jarvan IV', 'Azir', 'Kalista', 'Blitzcrank']",1
ESPORTSTMNT05/1540157,Blue,"['Wukong', ""Rek'Sai"", 'Azir', 'Ezreal', 'Tahm Kench']",0
ESPORTSTMNT05/1540157,Red,"['Ornn', 'Trundle', 'Zoe', 'Caitlyn', 'Morgana']",1
ESPORTSTMNT05/1540167,Blue,"['Shen', ""Kha'Zix"", 'Orianna', 'Ezreal', 'Bard']",0
ESPORTSTMNT05/1540167,Red,"['Kennen', 'Volibear', 'Syndra', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT05/1540177,Blue,"['Kennen', 'Graves', 'Azir', 'Senna', 'Karma']",0
ESPORTSTMNT05/1540177,Red,"['Camille', 'Sejuani', 'Orianna', 'Ezreal', 'Bard']",1
ESPORTSTMNT05/1540184,Blue,"['Camille', 'Olaf', 'Galio', 'Caitlyn', 'Blitzcrank']",1
ESPORTSTMNT05/1540184,Red,"['Renekton', 'Wukong', 'Azir', 'Lux', 'Sona']",0
